OBJECTID,Join_Count,TARGET_FID,Water_Body_Key,Water_Body_Name,FMU_Code,Survey_Number,Year,Survey_Purpose,New_Key,Located_Town,Located_Range,Located_Town_D,Located_Range_D,Located_Section,primary_county_name,FirstOfSurvey_Begin_Timestamp,LastOfEnding_Effort_Timestamp,LONG_DD,LAT_DD,IHDLKID,ComID,Permanent_,FDate,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Lake_Area_,LakeConnec,HU4_ZoneID,HU4_Name,HU6_ZoneID,HU6_Name,HU8_ZoneID,HU8_Name,HU12_ZoneI,HU12_Name,EDU_ZoneID,EDU_Name,COUNTY_Zon,COUNTY_Nam,State_Name,STATE_Zone,HU4,HU6,HU12,HU8,STATE,lagoslakei
182,1,182,12680,Tawas Lake,MI-MSH,11688,2018,Status & Trends,35-54,22N,08E,22,8,19,Iosco,2018-06-04,2018-08-29,-83.48593,44.31332,120020697,0,120020697,2004-03-16,01614606,Tawas Lake,6.572,0,04080101001109,390,39004,657.1761865,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13699,Tawas Lake-Tawas River,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010105,04080101,MI,3167
183,1,183,22N06E1101,Sand Lake,MI-MSH,4181,2003,Status & Trends,35-9,22N,06E,22,6,11,Iosco,2003-05-19,2003-08-31,-83.68093,44.32555,118253593,0,118253593,2004-01-15,00637188,Sand Lake,0.994,0,04080101001126,390,39004,99.36404457,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_20004,McMullen Drain,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010204,04080101,MI,2682
184,1,184,22N06E1101,Sand Lake,MI-MSH,12011,2019,Status & Trends,35-9,22N,06E,22,6,11,Iosco,2019-05-20,2019-05-22,-83.68093,44.32555,118253593,0,118253593,2004-01-15,00637188,Sand Lake,0.994,0,04080101001126,390,39004,99.36404457,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_20004,McMullen Drain,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010204,04080101,MI,2682
185,1,185,23N05E0301,Loon Lake,MI-MSH,8829,2011,Status & Trends,35-95,23N,05E,23,5,3,Iosco,2011-06-06,2011-08-09,-83.82371,44.40971,118252887,0,118252887,2004-01-15,01620619,Loon Lake,1.676,0,04080101001059,390,39004,167.6444509,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13704,Smith Creek,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010202,04080101,MI,1357
186,1,186,23N05E0501,Long Lake,MI-MSH,4210,2003,Status & Trends,35-96,23N,05E,23,5,5,Iosco,2003-06-10,2003-08-20,-83.85399,44.41499,118252855,0,118252855,2004-01-15,01620610,Long Lake,1.964,0,04080101001060,390,39004,196.4064349,Headwater,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13703,Hale Creek,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010201,04080101,MI,1986
187,1,187,23N05E0501,Long Lake,MI-MSH,12016,2019,Status & Trends,35-96,23N,05E,23,5,5,Iosco,2019-06-03,2019-06-11,-83.85399,44.41499,118252855,0,118252855,2004-01-15,01620610,Long Lake,1.964,0,04080101001060,390,39004,196.4064349,Headwater,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13703,Hale Creek,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010201,04080101,MI,1986
188,1,188,42N33W0401,"Fortune Lake, Fourth",MI-MNM,12044,2019,Status & Trends,36-132,42N,33W,42,-33,4,Iron,2019-06-03,2019-06-20,-88.44621,46.06582,111864605,0,111864605,2003-11-19, , ,1.708,0,04030106002659,390,39004,170.7991748,DR_Stream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12930,Briar Hill Creek-Paint River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060407,04030106,MI,621
189,1,189,41N33W0402,"Fortune Lake, Third",MI-MNM,12048,2019,Status & Trends,36-132,41N,33W,41,-33,4,Iron,2019-06-03,2019-06-03,-88.44621,46.06582,111864605,0,111864605,2003-11-19, , ,1.708,0,04030106002659,390,39004,170.7991748,DR_Stream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12930,Briar Hill Creek-Paint River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060407,04030106,MI,621
190,1,190,42N33W3101,Chicagon Lake,MI-MNM,8113,2009,Status & Trends,36-137,42N,33W,42,-33,31,Iron,2009-05-28,2009-06-25,-88.50593,46.05693,111861285,0,111861285,2003-11-19,00623180,Chicagon Lake,4.382,0,04030106001110,390,39004,438.2020071,DR_LakeStream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12928,Chicagon Slough,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060405,04030106,MI,3623
191,1,191,42N34W1302,Indian Lake,MI-MNM,4732,2004,Status & Trends,36-138,42N,34W,42,-34,13,Iron,2004-06-21,2004-07-12,-88.49676,46.04249,111861321,0,111861321,2003-11-19,00629001,Indian Lake,0.796,0,04030106001121,390,39004,79.63902273,Isolated,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_13072,Riley Creek-Brule River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060502,04030106,MI,2932
192,1,192,46N35W0401,Norway Lake,MI-MWS,5352,2003,Status & Trends,36-1488,46N,35W,46,-35,4,Iron,2003-06-09,2003-06-11,-88.68593,46.41471,117627709,0,117627709,2010-05-25,01622567,Norway Lake,0.21,0,04020102012998,390,39004,21.00502455,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_145,Ontonagon,HU12_13514,Johns Creek-East Branch Ontonagon River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_334,Iron County,Michigan,State_3,0402,040201,040201020301,04020102,MI,3336
193,1,193,46N35W2201,Perch Lake,MI-MWS,6507,2006,Status & Trends,36-1529,46N,35W,46,-35,22,Iron,2006-06-12,2006-06-15,-88.66177,46.36221,117627737,0,117627737,2004-01-12,00634641,Perch Lake,4.202,0,04020104001054,390,39004,420.161169,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_147,Sturgeon,HU12_13511,Dead Slough-Perch River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0402,040201,040201040104,04020104,MI,1558
194,1,194,46N35W3002,Hannah (Webb) Lake,MI-MWS,8056,2009,Status & Trends,36-1536,46N,35W,46,-35,30,Iron,2009-06-15,2009-06-18,-88.72093,46.3536,,0,5e0d70a9-30a4-4e18-b063-5287b5d4a411,2011-09-21,01618010,Hannah Webb Lake,0.261,0, ,390,39000,26.06645524,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_147,Sturgeon,HU12_13511,Dead Slough-Perch River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0402,040201,040201040104,04020104,MI,753
195,1,195,46N35W3002,Hannah (Webb) Lake,MI-MWS,11780,2018,Status & Trends,36-1536,46N,35W,46,-35,30,Iron,2018-06-04,2018-06-20,-88.72093,46.3536,,0,5e0d70a9-30a4-4e18-b063-5287b5d4a411,2011-09-21,01618010,Hannah Webb Lake,0.261,0, ,390,39000,26.06645524,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_147,Sturgeon,HU12_13511,Dead Slough-Perch River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0402,040201,040201040104,04020104,MI,753
196,1,196,42N32W3201,Stager Lake,MI-MNM,9371,2012,Status & Trends,36-17,42N,32W,42,-32,32,Iron,2012-05-28,2012-07-11,-88.33149,45.98415,111861517,0,111861517,2003-11-19,00638703,Stager Lake,0.443,0,04030106001200,390,39004,44.32327291,DR_Stream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12932,Stager Creek-Paint River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060409,04030106,MI,2355
197,1,197,42N35W1801,Camp Lake,MI-MNM,8125,2009,Status & Trends,36-174,42N,35W,42,-35,18,Iron,2009-06-15,2009-09-10,-88.72315,46.04332,111861361,0,111861361,2003-11-19,01619404,Camp Lake,0.397,0,04030106001136,390,39004,39.67163218,Headwater,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_13070,Wilson Creek-Brule River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060305,04030106,MI,1443
198,1,198,42N36W0201,Hagerman Lake,MI-MNM,8566,2010,Status & Trends,36-190,42N,36W,42,-36,2,Iron,2010-05-20,2010-05-26,-88.77982,46.05971,111861293,0,111861293,2003-11-19,00627597,Hagerman Lake,2.283,0,04030106001107,390,39004,228.2511152,Headwater,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_13070,Wilson Creek-Brule River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060305,04030106,MI,2637
199,1,199,46N37W1301,Tepee Lake,MI-MWS,4134,2003,Status & Trends,36-1936,46N,37W,46,-37,13,Iron,2003-06-16,2003-08-26,-88.87804,46.38528,123393951,0,123393951,2004-08-13, , ,0.496,0,04020102001426,390,39004,49.61982428,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_145,Ontonagon,HU12_13513,Jumbo River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_334,Iron County,Michigan,State_3,0402,040201,040201020303,04020102,MI,3297
200,1,200,11636,Michigamme Falls Reservoir,MI-MNM,11456,2017,Status & Trends,36-2,41N,31W,41,-31,16,Iron,2017-06-12,2017-07-13,-88.19692,45.95601,110736763,0,110736763,2003-11-10, , ,1.941,0,04030107001424,390,39004,194.0804951,DR_LakeStream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_152,Michigamme,HU12_12956,Gages Creek-Michigamme River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301070308,04030107,MI,113160
201,1,201,43N31W0601,Michigamme Reservoir (Way Dam),MI-MNM,7522,2008,Status & Trends,36-204,43N,31W,43,-31,6,Iron,2008-06-29,2008-07-10,-88.23498,46.15992,110736531,0,110736531,2003-11-10, , ,22.026,0,04030107003596,390,39004,2202.585739,DR_LakeStream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_152,Michigamme,HU12_12953,Michigamme Reservoir-Michigamme River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301070305,04030107,MI,1669
202,1,202,46N37W,Paint Lake,MI-MNM,4037,2003,Status & Trends,36-2067,46N,37W,46,-37,36,Iron,2003-06-09,2003-07-15,-88.88927,46.35221,111860119,0,111860119,2003-11-19,01621142,Paint Lake,0.964,0,04030106000887,390,39004,96.4268144,DR_LakeStream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12900,Paint Creek-North Branch Paint River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060101,04030106,MI,56268
203,1,203,43N33W0201,Swan Lake,MI-MNM,8911,2012,Status & Trends,36-307,43N,33W,43,-33,2,Iron,2011-06-06,2012-06-09,-88.39482,46.16332,111860805,0,111860805,2003-11-19,01614467,Swan Lake,0.646,0,04030106001013,390,39004,64.58291994,DR_Stream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12930,Briar Hill Creek-Paint River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060407,04030106,MI,3274
204,1,204,12070,Peavy Pond,MI-MNM,4919,2004,Status & Trends,36-32,42N,31W,42,-31,32,Iron,2004-05-01,2004-06-16,-88.20871,45.9911,110736743,0,110736743,2003-11-10, , ,10.022,0,04030107003567,390,39004,1002.210079,DR_LakeStream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_152,Michigamme,HU12_12955,Peavy Pond-Michigamme River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301070307,04030107,MI,36410
205,1,205,42N31W0801,Lake Mary,MI-MNM,8530,2010,Status & Trends,36-34,42N,31W,42,-31,8,Iron,2010-05-19,2010-06-10,-88.22176,46.05721,110736651,0,110736651,2009-09-10,00631687,Lake Mary,1.064,0,04030107001406,390,39004,106.3977565,Headwater,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_152,Michigamme,HU12_12955,Peavy Pond-Michigamme River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301070307,04030107,MI,3912
206,1,206,43N34W0701,Sunset Lake,MI-MNM,10168,2014,Status & Trends,36-355,43N,34W,43,-34,7,Iron,2014-06-04,2014-06-10,-88.59038,46.13221,111860937,0,111860937,2003-11-19,00639096,Sunset Lake,2.15,0,04030106001034,390,39004,214.9901002,DR_LakeStream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12911,Stanley Creek-Iron River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060307,04030106,MI,1050
207,1,207,43N34W2401,Lake Emily,MI-MNM,3692,2002,Status & Trends,36-363,43N,34W,43,-34,24,Iron,2002-06-03,2002-08-29,-88.50149,46.11249,111861049,0,111861049,2009-09-10,00625577,Lake Emily,1.319,0,04030106001058,390,39004,131.9379053,DR_LakeStream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12928,Chicagon Slough,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060405,04030106,MI,2013
208,1,208,43N35W1001,Iron Lake,MI-MNM,9316,2012,Status & Trends,36-384,43N,35W,43,-35,10,Iron,2012-06-18,2012-06-21,-88.65232,46.14471,111860863,0,111860863,2003-11-19,00629076,Iron Lake,1.581,0,04030106001039,390,39004,158.059337,Headwater,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12911,Stanley Creek-Iron River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060307,04030106,MI,2625
209,1,209,11315,Lake Ottawa,MI-MNM,9423,2012,Status & Trends,36-417,43N,36W,43,-36,25,Iron,2012-05-14,2012-07-10,-88.76204,46.0861,111861257,0,111861257,2009-09-10,01621125,Lake Ottawa,2.144,0,04030106001097,390,39004,214.4473821,DR_Stream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12910,North Branch Iron River-South Branch Iron River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060304,04030106,MI,864
210,1,210,44N33W2901,Fire Lake,MI-MNM,6908,2007,Status & Trends,36-686,44N,33W,44,-33,29,Iron,2007-06-11,2007-08-21,-88.46927,46.19276,111860699,0,111860699,2003-11-19,00625982,Fire Lake,0.507,0,04030106001006,390,39004,50.70620223,DR_Stream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_160,Brule,HU12_12929,Peterson Creek-Paint River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301060406,04030106,MI,1044
211,1,211,45N32W0501,Deer Lake,MI-MNM,6297,2006,Status & Trends,36-849,45N,32W,45,-32,5,Iron,2006-06-06,2006-09-19,-88.32649,46.3261,110735625,0,110735625,2003-11-10,00624484,Deer Lake,0.318,0,04030107001227,390,39004,31.75300065,DR_Stream,HU4_32,Northwestern Lake Michigan,HU6_45,Northwestern Lake Michigan,HU8_152,Michigamme,HU12_12949,Johnson Creek-Deer River,EDU_9,Central Upper Peninsula,County_334,Iron County,Michigan,State_3,0403,040301,040301070301,04030107,MI,2299
212,1,212,15N05W3001,Coldwater Lake,MI-MSH,8077,2009,Status & Trends,37-109,15N,05W,15,-5,30,Isabella,2009-06-01,2009-08-06,-84.95593,43.6611,150436783,0,150436783,2006-08-28,00623570,Coldwater Lake,1.155,0,04080202000902,390,39004,115.4739539,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12737,Coldwater River,EDU_59,Saginaw Bay,County_351,Isabella County,Michigan,State_3,0408,040802,040802020204,04080202,MI,2363
213,1,213,12339,Round Lake,MI-MSH,10761,2016,Status & Trends,37-110,15N,06W,15,-6,7,Isabella,2016-05-31,2016-08-29,-85.08009,43.69749,150436761,0,150436761,2006-08-28,00636297,Round Lake,0.083,0,04080202000892,390,39004,8.319566035,Headwater,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12734,Bamber Creek-Chippewa River,EDU_59,Saginaw Bay,County_351,Isabella County,Michigan,State_3,0408,040802,040802020201,04080202,MI,33365
214,1,214,11464,Long Lake,MI-MSH,10762,2016,Status & Trends,37-111,15N,06W,15,-6,7,Isabella,2016-05-31,2016-08-29,-85.08287,43.70027,150436756,0,150436756,2006-08-28, , ,0.123,0,04080202000891,390,39004,12.32009667,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12734,Bamber Creek-Chippewa River,EDU_59,Saginaw Bay,County_351,Isabella County,Michigan,State_3,0408,040802,040802020201,04080202,MI,95802
215,1,215,15N07W1204,Hoffman Lake,MI-MSH,10980,2016,Status & Trends,37-112,15N,07W,15,-7,12,Mecosta,2016-05-31,2016-08-29,-85.08676,43.70193,150436756,0,150436756,2006-08-28, , ,0.123,0,04080202000891,390,39004,12.32009667,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12734,Bamber Creek-Chippewa River,EDU_59,Saginaw Bay,County_351,Isabella County,Michigan,State_3,0408,040802,040802020201,04080202,MI,95802
216,1,216,16N04W1901,Stevenson Lake,MI-MSH,3779,2002,Status & Trends,37-120,16N,04W,16,-4,19,Isabella,2002-05-07,2002-06-06,-84.82121,43.76277,,0,150436718,2006-08-28,00638820,Stevenson Lake,0.552,0,04080202000856,390,39004,55.18167047,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12738,Schofield Creek-North Branch Chippewa River,EDU_59,Saginaw Bay,County_351,Isabella County,Michigan,State_3,0408,040802,040802020205,04080202,MI,3406
217,1,217,16N04W1901,Stevenson Lake,MI-MSH,11381,2017,Status & Trends,37-120,16N,04W,16,-4,19,Isabella,2017-05-22,2017-08-15,-84.82121,43.76277,,0,150436718,2006-08-28,00638820,Stevenson Lake,0.552,0,04080202000856,390,39004,55.18167047,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12738,Schofield Creek-North Branch Chippewa River,EDU_59,Saginaw Bay,County_351,Isabella County,Michigan,State_3,0408,040802,040802020205,04080202,MI,3406
218,1,218,16N05W2001,Littlefield Lake,MI-MSH,7647,2008,Status & Trends,37-139,16N,05W,16,-5,20,Isabella,2008-06-09,2008-06-19,-84.94509,43.77249,,0,150436711,2006-08-28, , ,0.648,0,04080202000852,390,39004,64.75240214,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12737,Coldwater River,EDU_59,Saginaw Bay,County_351,Isabella County,Michigan,State_3,0408,040802,040802020204,04080202,MI,3341
219,1,219,10252,Blanchard Millpond,MI-MSH,9669,2013,Status & Trends,37-67,13N,06W,13,-6,18,Isabella,2013-05-20,,-85.07509,43.52332,150436870,0,150436870,2006-08-28,00621568,Blanchard Millpond,0.061,0,04080202000940,390,39004,6.063555865,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_197,Pine,HU12_12743,Skunk Creek-Pine River,EDU_59,Saginaw Bay,County_351,Isabella County,Michigan,State_3,0408,040802,040802020303,04080202,MI,17607
220,1,220,03S01W1401,Sharp Lake,MI-MSM,11502,2017,Status & Trends,38-381,03S,01W,-3,-1,14,Jackson,2017-05-15,2017-05-18,-84.39593,42.20443,,0,152094969,2007-01-06, , ,0.105,0,04050004002006,390,39004,10.53204352,DR_LakeStream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_191,Upper Grand,HU12_19246,Booth Drain-Grand River,EDU_62,Southeast Lake Michigan,County_335,Jackson County,Michigan,State_3,0405,040500,040500040105,04050004,MI,62493
221,1,221,04S01W3001,Round Lake,MI-MSM,4033,2003,Status & Trends,38-568,04S,01W,-4,-1,30,Jackson,2003-05-14,2003-05-22,-84.47259,42.08832,152518646,0,152518646,2007-02-10, , ,0.614,0,04050003002396,390,39004,61.35368258,Isolated,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_190,Kalamazoo,HU12_6547,Upper North Branch Kalamazoo River,EDU_62,Southeast Lake Michigan,County_335,Jackson County,Michigan,State_3,0405,040500,040500030101,04050003,MI,1517
222,1,222,01S12W0501,Ruppert Lake,MI-MSM,4760,2004,Status & Trends,39-129,01S,12W,-1,-12,5,Kalamazoo,2004-05-17,2004-05-27,-85.7337,42.40749,152517994,0,152517994,2007-02-09,00636382,Ruppert Lake,0.109,0,04050003002133,390,39004,10.85417594,DR_Stream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_190,Kalamazoo,HU12_12378,Pine Creek,EDU_62,Southeast Lake Michigan,County_336,Kalamazoo County,Michigan,State_3,0405,040500,040500030903,04050003,MI,1415
223,1,223,01S09W1801,Gull Lake,MI-MSM,3415,2002,Status & Trends,39-13,01S,09W,-1,-9,18,Kalamazoo,2002-05-20,2002-08-15,-85.40261,42.37836,152517995,0,152517995,2007-02-09,00627518,Gull Lake,8.286,0,04050003002069,390,39004,828.5670889,DR_LakeStream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_190,Kalamazoo,HU12_19237,Gull Creek,EDU_62,Southeast Lake Michigan,County_336,Kalamazoo County,Michigan,State_3,0405,040500,040500030507,04050003,MI,2339
224,1,224,04S10W0401,Indian Lake,MI-MSM,8653,2010,Status & Trends,39-249,04S,10W,-4,-10,4,Kalamazoo,2010-05-03,2010-05-27,-85.48426,42.15277,155635994,0,155635994,2007-05-13,00628998,Indian Lake,3.198,258.5,04050001004334,390,39009,319.7651351,DR_LakeStream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_184,St. Joseph,HU12_6631,Indian Lake-Portage River,EDU_62,Southeast Lake Michigan,County_336,Kalamazoo County,Michigan,State_3,0405,040500,040500010505,04050001,MI,1038
225,1,225,04S11W0301,Gourdneck Lake,MI-MSM,5509,2005,Status & Trends,39-270,04S,11W,-4,-11,3,Kalamazoo,2005-05-23,2005-06-20,-85.57898,42.15804,155636056,0,155636056,2007-05-13,00627026,Gourdneck Lake,0.885,259.4,04050001004347,390,39009,88.54249974,DR_LakeStream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_184,St. Joseph,HU12_6628,Gourdneck Creek,EDU_62,Southeast Lake Michigan,County_336,Kalamazoo County,Michigan,State_3,0405,040500,040500010502,04050001,MI,1985
226,1,226,29N05E1101,Beaver Lake,MI-MNH,8477,2010,Status & Trends,4-1,29N,05E,29,5,11,Alpena,2010-06-21,2010-08-26,-83.79899,44.93777,113471071,0,113471071,2003-12-09,00620935,Beaver Lake,2.737,0,04070006000839,390,39004,273.654245,DR_Stream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_210,Thunder Bay,HU12_13762,Beaver Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_340,Alpena County,Michigan,State_3,0407,040700,040700060101,04070006,MI,2847
